0,1,2,3,4
0.235196324,0.881678826,-2.000763056,-1.494100592,-3.5439081
2.930172894,1.020726599,-0.872403084,1.307285987,-2.908728073
0.141810228,-0.077582775,-2.501994281,3.356602625,-0.338707933
-1.594872209,-0.602913969,1.481514184,1.061144572,-2.630122338
-0.186963094,-0.975525003,0.815247428,-0.471294257,-2.128121213
-1.105265843,-0.517461778,2.132797607,3.61686466,1.32293531
0.263711674,3.278578951,6.089661101,4.289257109,1.26237832
0.873788262,3.587339085,3.271500112,-2.173448063,-1.573197806
-0.066700571,1.285180048,-2.404868613,-4.99260048,-5.012829486
0.685726473,-2.257644096,-3.053828845,-2.276319156,-1.033633789
2.776526458,3.75936345,0.028362879,-3.035362786,0.23335014
3.796247116,4.124160579,2.039530605,-1.354821295,4.350249318
3.138944117,2.647822397,2.192768047,1.566108452,3.983653064
-3.277446372,1.130871136,1.598952102,0.839173108,2.000778656
-2.309090094,-4.081700454,-1.473982171,-0.299463882,1.310089472
1.144580767,-2.739679155,0.596465671,0.44907388,0.895763987
0.300369903,-1.702110083,-3.481170978,-2.588071092,-4.900804748
-1.564507725,-2.606264937,-4.222958324,-0.620658381,-1.542562436
-2.297159937,-1.96569816,-3.992313445,-0.08772144,-3.334338737
-0.883143876,1.771233427,-1.793936592,0.495061643,-2.214112344
0.816772466,-1.998311319,-1.047156572,4.418383438,0.520207619
2.506508107,-0.305826407,-0.15686873,-0.427498401,0.405999954
-0.046444089,-0.355481151,-4.274182085,-2.763251814,-1.336605636
-2.43964925,2.25311916,-0.786027798,-0.622956351,2.126240579
-2.04112778,2.318496452,-1.43432749,-0.06817615,-1.452620587
-1.617255089,-1.178127175,-0.345804845,-1.540801266,-3.395762188
1.063454496,-1.234960826,0.328509519,-0.525994916,-2.010147308
4.298026292,-0.884799246,1.267665506,0.630289114,1.717061737
1.016265874,-2.051928919,-0.621749121,-0.985743443,0.348802572
-3.404575118,-2.831533575,-0.442801022,0.274995417,1.236807639
-3.061278845,-2.81259012,-0.613460846,1.496535214,0.094787475
-3.47059809,-1.622804706,1.335818924,0.931224728,0.038827282
1.269966718,3.277011303,2.169214366,2.011623864,1.476734379
0.179084091,3.90579556,1.860837236,0.852922771,1.80413592
-1.914968754,-0.980201144,0.636007386,4.517931995,4.055105222
-0.409304314,-4.069525085,0.222353411,1.069453045,-0.427048592
0.101703655,-2.59665095,3.306939605,-0.304772961,1.10619627
5.475190447,-1.637664126,1.019169591,2.730827014,4.189794299
3.554435373,2.144973924,0.957531302,-0.031329079,1.133370203
-0.584421871,0.722632761,-0.450848598,-3.939292041,-0.121453441
-4.523457319,-1.703361708,-0.976142846,-3.185497675,0.546574291
-3.686894161,0.336643596,0.441285192,-1.089984922,3.630587611
0.130393743,3.392630797,-0.314799703,1.249706233,2.176949619
-0.551221972,2.675320261,1.753200057,-0.250985639,-4.077852279
-1.233336243,0.4126411,0.014914183,-1.188489361,-3.694989107
-2.384737422,3.862259217,2.062948658,1.095669951,-1.678969625
1.077584495,2.595103488,6.225609075,3.666086151,0.776123755
2.9169633,-0.022293142,0.586711992,-0.766165711,-0.127760585
-0.976334804,-2.96858679,-3.878055427,-2.486392852,-2.009212047
3.439156127,-2.136791353,-0.950799984,-0.765694287,3.457368858
5.76461432,-0.806839907,-0.334748636,-1.084838272,1.263472762
3.287674453,-0.649082438,0.603041255,5.886292501,1.630787161
1.99255372,-0.221505071,-3.19286752,2.078259079,-0.61254963
0.695708936,-3.184059372,-0.862215426,-1.100051807,-1.833755149
0.736534051,3.952541738,-0.36462847,-0.810679287,-2.720059201
-5.087956504,-1.561050338,-1.737750004,-0.291763249,-3.866870117
-6.733553968,-3.033162256,0.695008025,-0.5259379,-2.117050533
-2.810111694,-2.567536538,-1.031184426,-1.653679997,0.158070469
-2.212178966,-0.705702435,-1.451083762,3.249915984,2.597811785
-2.586180723,-0.520278062,-1.727745023,3.349469332,2.550518674
-1.038507603,0.679679903,-0.497545893,1.131463873,0.134626562
0.409295875,-0.207800617,-1.123830987,-1.758727328,0.177348514
-1.614457749,1.813978775,2.522523835,-5.534353209,-1.935755763
-1.171063402,1.479007856,4.126999379,0.880851519,0.810880002
1.380716955,1.886588227,4.200649249,-1.178154419,1.48896651
1.162822297,1.376959765,1.62957311,0.233343243,-1.406195746
4.353158655,2.214138235,0.449776237,-2.730473443,-1.54330554
5.825274881,4.36146739,0.821612338,-1.058548869,1.270255555
3.951401784,3.888249937,4.33003123,-0.257953016,0.857564983
4.557901145,1.550312623,0.067573786,-2.564363286,-0.965292799
-0.29920116,2.052409746,-3.242199843,-1.107552492,0.177646071
-3.437627189,0.997132438,-3.149081253,-0.399715515,-0.870727483
-1.772620065,2.689122961,-1.255192393,-1.139491096,1.665969636
1.582776353,-0.168075432,-1.193502066,1.718980145,-1.664839348
1.434824528,-3.414576062,-3.233852174,0.436073246,2.462285414
-1.41622419,-4.20577403,-1.138069985,0.349041911,1.650005514
-2.258962375,-3.50688934,1.982698353,0.350241799,-2.030509161
-1.454229058,-2.19039825,-3.138150323,-2.501020483,-3.646269518
-1.946879067,-0.584519336,-1.007077339,0.106588069,-1.706981131
-1.193891072,-1.285373685,0.810577054,0.307884508,2.798618279
4.030820952,-0.845088795,-1.682285309,-2.041088067,-1.372417564
4.497509252,3.13777266,-0.423345912,0.561712704,-2.605919153
0.549183362,5.276103934,0.281144849,-0.892165778,-0.209483768
0.516915244,3.413777375,-0.853137555,-1.663730802,-0.044341158
-2.771034243,-2.233770313,-2.762195596,3.81147666,-0.337562914
-2.937522667,-4.180652456,-1.729538599,4.445295511,-0.39644044
-0.51931711,-3.63314827,-0.879746993,1.837145172,-0.501371457
-1.968494655,-0.770401804,4.13914342,2.558389924,2.700300414
-1.379281434,-0.271398049,2.960743762,2.758631058,4.622771455
-1.118904393,0.918345567,-1.653850128,-1.560127916,-3.160668544
0.333809299,0.321090916,-0.088047815,-2.065505054,-2.478544094
0.021612165,-1.61154732,-0.933553157,-3.452047276,-2.433946415
0.217696056,-1.644420273,0.568767194,-1.166477603,-0.743809451
0.485901549,-0.780558176,-0.456082687,1.19004616,2.623429301
-0.042203718,-1.504350915,0.355288538,0.511275934,0.160650628
0.32505081,0.303388974,-0.268933768,1.766856648,0.418496763
0.33990612,1.836471439,0.602900977,3.221659665,7.594191881
-1.019178582,-0.614290858,-1.134354102,0.319767849,1.739701919
0.824883913,-1.850944081,1.725436205,-2.171013622,-3.720202096
2.596786155,-0.920239775,4.633369031,-0.420542165,-0.742909166
3.74404295,2.719973155,2.815115059,-1.862537391,5.211081435
4.031781831,1.949351799,1.778016482,-0.90610829,1.573213852
4.421968398,2.253424146,2.151290575,0.110113101,-1.974636349
1.840722172,1.861630977,-1.779553131,-3.265066397,-0.142903451
-1.167689468,1.378712983,-1.861777478,0.373309284,-0.108186435
-4.70801293,-0.869390585,2.546464495,2.750073396,-0.410458441
-4.893007679,-0.94184136,5.146315777,2.732927658,-0.187868219
-2.970118772,2.869652505,2.178523278,0.355963001,-2.888373435
-2.083944596,2.456343645,-2.414789805,1.805928438,0.045925108
0.445185584,-0.929207662,-5.222478546,-2.141209506,-2.426665485
1.685861305,-2.580518889,-2.520268408,-2.797591126,-2.853342695
-2.012434244,-2.438712452,-1.367685936,-0.910779486,0.261692593
-2.643856345,-1.853338555,-1.054845738,4.208812102,4.14079881
3.528262769,3.754688594,-2.208670085,1.369324656,3.823771452
0.81181259,1.509327624,0.050874459,1.606505128,2.677892819
-2.541418009,-2.367689972,-3.329502246,1.262301546,-0.546985316
1.341759154,-2.825280722,-0.356786642,-5.621848088,-6.15870031
-0.59198854,-2.432085158,1.410358227,-3.244059528,-3.630194749
-2.372467981,-0.589038423,-0.257064693,-2.611599234,2.963222653
-2.667785731,0.857564425,-0.786297628,-2.799044937,-2.503218414
-0.862405192,5.896982659,2.681067636,0.867710334,-3.734155747
0.709657039,0.169482304,1.020125951,3.427358076,1.639570944
1.127848399,-2.91596429,-1.14427867,2.587474062,2.033202506
3.544164573,-2.727301283,4.179860004,3.654139322,0.073852542
2.378287395,-1.75597337,0.333363063,2.07427521,0.821545538
-2.306627696,0.088481014,-1.804179547,-3.960682679,-3.658382494
-1.920600196,-1.935558249,-1.429615968,-3.137911512,-1.050616245
3.376472786,1.085651763,1.231928238,-2.633030686,1.818720533
2.318926595,0.790803399,0.235071541,0.128688454,3.044945312
-3.172200419,0.004562232,2.711895822,2.679628782,-3.042070454
1.43005072,1.220102038,1.024544588,2.06365557,3.284358483
4.871157186,1.945549619,-1.912837566,3.255944613,4.053015904
1.30350639,0.489109305,-0.402560718,1.088392591,1.705553065
-3.06364627,-1.509444371,-1.989126531,0.632670967,-0.053229448
-2.527129554,-0.153883676,0.544143438,-3.674436645,-3.154005956
-1.30206438,-0.759590654,-1.606445901,3.850296427,1.276885945
-1.513159316,2.476583401,1.24952838,1.598640778,0.7410452
1.947694898,5.170492746,2.801831114,-1.034158115,0.205090633
5.391593609,2.829029374,2.487226768,1.42398462,1.524989198
1.692581599,0.598778862,0.246797739,-3.487640631,-0.46960549
-0.257698931,-4.860063377,-5.601119811,-3.684665027,-2.740578858
-2.541944073,-3.847238012,-3.218886958,-2.245967924,-2.828105236
-2.520193616,-3.938116011,-2.018980198,-2.129001139,-1.487413767
-0.979541979,-1.606888864,-0.291589806,0.398599906,-2.103129094
-0.945621245,-1.182817219,-0.623745837,2.291895085,-1.093540175
-1.741915181,2.243712818,1.978010914,5.47139326,1.950357774
-1.458071417,1.421845741,1.58986689,2.954897908,3.112240725
-0.110936461,-0.800334096,-0.423121124,0.738706242,4.146952559
1.476138592,0.437237546,0.100916821,-0.370778711,3.524907174
4.484281522,0.358798264,3.512566678,-1.606644836,1.914915464
0.563187698,1.323158733,-0.077411444,0.018282055,1.254097589
-1.199105745,-2.549624879,-0.030374267,-3.83904687,-1.629351054
-1.318766004,-3.060816747,0.185037229,-4.109174683,-1.563697462
-1.945192382,-2.060831552,2.97006352,0.208700376,0.828508572
-1.135287615,-0.623905731,6.736435005,1.834289931,0.816933673
-0.693761459,1.084175212,0.506004844,1.07298377,-2.615992948
0.292518061,2.674552432,-3.477772421,-1.988358024,-4.099126713
0.970184671,-1.631952667,-3.291069177,2.799664952,-0.654192852
3.635002692,3.579579881,3.841073187,4.05660291,4.740618557
5.886758959,4.109581996,1.558915041,1.033582472,1.750751046
3.137452336,1.087558214,-3.872120867,2.973317965,-1.409227109
-0.78804256,-1.00557439,-4.304827472,-1.323816283,-3.141450341
-2.211857209,2.044121895,-0.927589966,-1.020515358,-1.103914413
-1.126464505,-1.2004895,-1.955120618,-7.311820781,-3.526710345
2.936727747,4.620838528,2.543326837,0.158444751,1.330543023
3.434112461,3.98558834,0.265083104,-0.195659531,-0.224140104
-0.926755131,-3.342312752,-1.563553191,-2.26384633,1.823124855
-6.235159033,-4.942216191,0.652285781,-1.045366833,-1.646540844
-3.622105299,-2.350797624,2.685930031,2.960847605,0.921796953
-1.094016345,-1.476144447,5.002407498,0.046572545,-1.339061941
-2.21323895,-0.665335965,-3.478218578,-1.866001983,-1.019491893
-0.658214986,-0.760261557,-5.92906044,-0.65512431,-1.968569173
-1.877476016,0.749984042,-1.223026281,-3.111193125,-2.46643643
1.186224944,0.741642819,-0.164116263,3.58256182,2.215020773
2.509553264,-0.307795132,-0.860149171,4.35866076,3.112011225
1.297234526,3.435905589,2.56172574,3.85567396,5.670475788
0.648044484,1.457424573,5.022126952,0.658722326,5.042949228
-2.040979387,-0.34510789,0.165877098,-3.461339492,-0.10704487
-1.201733278,0.047336646,-5.422525594,-3.659966663,1.450790914
-0.04546501,0.666408776,3.211821482,0.302307907,-0.80997341
0.994773837,-0.753878881,-0.534458377,-0.867799249,-3.319809608
0.272670171,-1.358721739,-2.001797751,-1.730001816,0.682598928
-0.058419154,0.512295053,1.43741981,0.264924166,1.758308469
1.050274334,1.575996993,0.162592717,-1.965481827,2.12058695
2.224886664,0.277120722,1.932207029,2.343919076,-1.873728712
1.674037178,1.371632277,-0.434515539,-0.077490887,-2.538875417
2.914990433,1.381648517,-2.799780409,-1.148383699,-3.558954781
-0.739991116,-1.498938245,1.873549954,0.845055075,-1.64701375
4.457831055,1.751366905,0.413871488,1.145463042,-0.777487834
2.24121258,1.380038928,1.589972009,3.019043896,2.219162801
-0.655825025,3.045742285,3.522865417,3.141858044,3.006837431
-2.855513047,-1.613800168,-2.122013597,-1.976978673,1.518850582
1.597592275,2.122813651,-2.318791866,3.001098704,1.68294402
-0.885582071,1.83151087,1.673080723,3.264415777,0.190626261
-1.038605499,2.931298677,1.249089963,1.655699069,-4.071623263
3.818952562,0.281338191,0.69710717,2.829611617,-0.319193492
2.098176628,-2.599882459,1.421905842,1.659999852,2.06792388
-1.588737177,-3.734448049,1.010561183,1.140742439,2.833669023
-2.474146873,-5.839447388,-7.55330779,-3.679236834,-1.395578555
-4.367464546,-4.178679911,1.991811465,2.627336863,-2.434778526
-1.854247057,1.293003279,1.299281243,2.014049872,-1.908512523
1.263315534,-0.265174247,-3.574431096,-5.998347615,0.762943272
0.056266481,-2.102805064,-5.644670275,-3.689241393,1.706794898
-1.462916373,-1.831254151,-0.018342613,-0.23496486,-2.627405523
-3.5561383,2.632273527,3.634029977,3.589385847,-0.149172517
-0.378238972,-2.463641064,1.412623524,-0.383736164,0.028532579
0.065978289,-1.796491958,0.084231711,-3.152078239,1.604449548
0.757299227,-0.554290795,1.446787122,0.329745154,1.461439125
0.809901562,-2.222809347,0.78496146,1.133985469,1.285404718
-2.388148873,-2.196243617,3.393138821,1.49275526,-1.88142166
-0.227832534,-0.919925542,1.03123449,0.170545126,0.204726317
3.246383054,4.029045368,0.539930296,-3.927430892,0.017338725
-2.912142467,-0.18430426,-5.022539054,1.876332789,-0.215613431
-2.881274913,-1.022279928,-4.565456049,2.19765554,-2.627572602
1.038713968,3.315823591,1.161182938,-3.975732092,-0.788592398
-0.036151963,4.547423461,2.028836773,-2.316911044,-0.651418001
0.546585086,3.197256106,-0.228624027,0.294538459,1.3471434
-1.265081024,0.306755147,0.23744685,2.357749267,2.455949936
1.145232341,-3.875384352,2.571823269,5.355628687,1.956492173
0.812645174,-3.718004112,0.707777579,1.249570175,0.566687441
2.7398861,-1.412919102,-1.579447983,-4.452676545,-3.346644403
-0.670225643,-1.918135598,-2.633764418,-0.382181373,-2.062342029
2.071669091,-1.084282504,2.819675019,0.075519104,-0.869302495
1.61765841,1.346873136,3.761054413,-2.545778175,-0.881409851
1.030980062,2.117711804,-3.782771115,-1.941905058,-1.232753069
-0.367703023,5.597031788,0.922900684,3.087032663,1.866183346
3.711404128,7.577591636,2.620060538,-1.837423164,4.049398105
1.473908047,2.84228119,-1.898015406,-8.013815692,-1.073467187
1.218284593,-1.401399721,-0.458440447,-2.05309855,-0.687038423
0.720700514,-2.185611335,0.321998299,-0.153473519,0.089253181
0.026545288,-2.17553877,-1.117802588,-2.97265748,3.179520138
-2.438081536,-3.24931006,-4.020359345,-4.447206295,1.976902421
0.657786471,-0.540820774,-1.923227707,-1.023750989,-2.734188898
-0.180211292,-0.458091529,-0.246841889,1.317609749,0.089902885
-2.212253108,2.781924408,2.243532906,2.164256503,0.563916257
1.883724117,2.17825834,-2.372187007,0.465290294,1.579305445
4.193641016,4.023123095,-0.520557402,-0.215880925,3.935913927
2.04178661,3.860403835,2.558484828,2.509726305,-1.450428968
-2.943990749,-0.727970964,2.649969322,6.616282823,-0.046171928
-3.464752686,-6.616033235,0.327889301,0.351143633,-0.654895547
-3.287315216,-2.574413682,-4.508216973,-4.022896103,-3.71058895
-2.539345349,-2.227572911,-4.716873466,2.042859246,-0.730817298
-2.258837114,-1.328326479,1.885621243,1.321871098,-0.622669172
-1.981103888,2.709692875,0.797122329,1.533115456,-0.497313557
-0.728516525,1.215705561,3.692352891,2.229107325,2.090583119
0.972542631,-0.775081029,-1.740703997,1.586955522,0.420853083
1.620457595,-2.830014161,1.316504279,0.853117518,1.065008492
2.420209528,-0.884946539,-0.73874391,2.182008204,4.100508741
0.262624833,-0.999311325,2.196953024,0.394094963,0.365353808
-0.382798031,-0.622561036,1.618681067,0.575674011,-1.701285751
1.481019766,-0.815835789,0.625640221,-0.32926059,-0.939652204
2.466618871,2.582225472,3.2917895,2.442970463,1.247792439
3.93128339,2.988830211,5.99674234,3.539961795,6.638241315
1.7698073,1.042891492,6.965299362,6.373983922,4.296135812
0.927549606,2.564476012,3.806940635,4.923880971,2.703309308
3.193163507,5.185039314,3.199190353,0.805989448,0.010285955
-1.90005545,-1.382898766,-1.835716978,-3.793188242,-3.712397845
-3.315259914,3.425512286,-4.025893485,-2.26747175,-3.411090105
-2.090153726,2.136571317,-1.262379666,-1.564421766,-0.805920304
-0.736775118,-3.146123793,-2.678754554,-3.937921437,-1.292085981
-2.328478761,0.037261727,-1.766309628,0.545194099,0.218533981
-0.967521845,-0.680691519,0.758796653,-0.094708837,-0.882023992
-1.900027489,0.285260897,0.241230835,-1.35846544,-2.996644821
-0.736014832,-1.156140885,-4.202411313,-1.742906746,-0.849641056
-1.621537832,-0.157429246,-1.669492186,-2.82542867,-0.076794117
-0.619866193,-3.903543635,-3.425694628,-1.79781579,-3.346158563
0.291374421,-4.588735756,-2.834863311,-1.604266529,-2.472308721
1.711936777,-2.39796474,-0.826706017,0.8162714,-0.256365946
3.47147484,0.641664927,1.730363581,3.566533372,5.236689919
2.011742309,-0.056796804,-0.240638725,1.256572918,1.969059526
1.724149275,-1.632540658,-0.413932022,-2.79641087,-0.831081183
-0.255597726,-3.635314971,1.117375563,-0.801246028,-0.487749344
-2.267216995,-1.96679785,-4.297738893,-1.438476088,2.355167494
0.058016968,0.664931505,-2.182025167,-1.306916621,-0.798688798
3.050465752,2.700669874,2.642959199,-0.677189474,3.377814352
4.439190343,2.631349854,1.379676636,0.095776434,1.302225022
1.124248036,1.706245141,0.855175694,-0.168028165,-3.176772155
-1.97386459,-0.369438375,-2.52433162,-0.571082953,-4.518758577
-1.96716198,-2.532056559,-1.456820648,-0.820139891,-2.240998058
-3.052702701,-0.649875378,-0.130444053,-0.661522625,-1.681238475
-2.704000003,-0.279692481,1.512475013,-0.509484685,0.274490624
-1.702720676,0.739931985,-0.631099963,-1.387736788,-2.335425425
-1.705704332,-0.351436562,-0.441617594,2.506493924,1.116565337
-0.742148085,5.304886381,2.554489419,1.65258661,0.249986708
0.737827075,3.052751233,0.043288811,-1.575652693,0.081507069
1.91375769,0.774569752,-1.120052798,-1.618439994,-0.175159428
-0.17096173,0.399397527,1.980555447,4.170942247,3.412578435
5.350958799,3.408330531,4.023706957,-0.257247126,2.628208302
1.554733302,-0.208563022,-0.618849314,4.589541736,1.976276437
-2.333876758,0.030014254,0.467317568,2.151350754,0.245704607
-1.758972895,-3.606293965,-0.977008219,-4.329174477,-2.001554418
-1.858379799,-2.437400888,-2.865348582,-1.174956692,-1.912771176
0.012051676,-0.670263649,2.105821442,0.917127673,0.720168647
2.649076078,5.043437215,3.050960961,4.727049174,1.777700281
0.630113353,4.010704804,1.191409274,-1.194245772,-0.525232771
-0.385293229,0.062090514,-1.089105236,-0.163337386,-0.761812635
-1.07041343,-1.747062911,-2.187352099,-0.245629075,-0.636960344
0.101552053,-3.083862537,-1.905751298,-1.592573589,4.252659262
-0.189509477,-1.039468803,-0.51551295,-0.658769368,1.225428128
0.641971699,-2.286408104,0.412407102,-1.717901484,-2.579606713
1.382852041,-1.440858378,2.043821888,1.135530212,-1.506278642
3.028530041,-0.400515051,-1.77443337,-0.202516001,-0.206891555
1.490578239,2.389509778,5.186509683,0.774719146,1.323458996
3.657260486,3.442183554,5.531222968,4.982891617,4.06241924
-0.833143246,1.349768189,1.467803735,3.895950326,3.418667975
-2.168483615,-1.875142289,-7.9313983,-4.680002939,-1.573053431
-1.088663476,-1.906190562,-4.118304571,-2.857457212,-1.338689392
2.059562726,1.033899138,2.533240902,-0.341841577,2.120304414
2.288952576,2.281682494,-0.193142521,0.610220689,2.177881959
0.86523818,-1.571158776,-0.865002789,-0.905790124,-0.576922356
-3.343589999,-1.797279432,-0.948389255,-0.645653308,-1.41614397
-2.147282717,4.607171503,2.730985852,0.435620811,-0.879691767
2.031203401,3.110571081,4.176428419,2.193658255,4.175647397
3.133209834,0.788804661,-0.52099069,-2.588820875,3.308516548
-0.863029025,-1.714860092,-2.095882513,3.89438035,0.120882345
-1.470960082,-3.761844533,0.893537441,1.26036241,-0.488882203
-4.024826579,-4.208052861,-1.949805258,-4.762248771,-3.688679465
-2.501228277,-4.255348004,-3.007747159,-2.546368876,-3.400592016
-1.63845607,-1.521483246,-1.187749362,1.972275539,-1.951158237
1.707240338,0.198507006,-1.790441543,-1.648132198,0.72774499
4.003512069,4.219697411,4.860319986,1.177955581,2.166155228
-0.637742834,0.986228808,2.93151873,2.241849016,-1.975873105
-2.331409255,-3.48648336,-5.001192326,-2.269889966,-0.834970612
3.050218516,-0.346649689,-0.039300627,1.606339668,1.963048736
1.979800604,-0.251931724,2.357273707,1.247772886,1.717708054
1.258181259,0.969593738,-0.887249845,-3.671895294,-1.457215383
0.304375569,3.334604729,-1.420198911,-0.280147219,0.93900646
-1.75540887,4.60829877,3.768543966,2.724168701,-1.040850768
-4.407047651,2.067358183,-0.176010541,-0.730749166,-6.669496351
-1.747462068,-0.883502339,-2.06350804,-1.289190191,-2.487918957
0.450445978,-4.749442403,-3.287740867,-3.127726421,-2.056500734
-3.41405232,-4.209093814,-3.115592238,-1.56742161,-4.179098804
-4.743267877,-2.510516335,1.344009442,-1.191217498,-1.513781321
-0.030259442,-1.527606995,1.625018366,-0.330985898,0.082335891
-2.889176652,1.275317904,-2.383388109,0.024392423,-1.744380616
-1.498663058,-1.832004458,-2.880813214,-1.715824495,-2.975091516
-1.584066831,-1.277756491,-1.358283237,-0.652460466,-1.766746876
-2.471174804,0.137898511,-2.393011459,1.307569876,-0.763679586
1.81819878,-0.875144379,-1.866009304,-0.507008566,-0.721119167
0.078272638,-1.435287955,0.223594096,1.731167908,1.928683749
0.619206483,-0.970780678,0.446163004,0.953610989,2.209249893
1.38060394,0.694181873,1.290474138,-1.198500381,-0.701210168
0.784307105,1.321783452,0.913478607,-2.069964057,0.323668367
-1.477460559,-0.381031834,0.917751759,4.591543248,1.818861686
1.220126455,1.256887849,2.350106181,0.80386475,-0.148773208
-0.575252007,3.510260309,-0.496785254,-4.713968052,-1.080769291
0.50015132,6.713539348,2.991286549,-1.105904101,0.976657051
5.633271511,1.050051338,3.326238623,-0.098204898,2.187287948
4.420245485,-1.544083043,2.490409136,-0.06519086,2.099136726
-2.732905546,-2.040999091,1.861293926,3.681636827,4.338909288
-2.46503577,-1.107414086,0.249701918,3.103932736,3.286791347
-1.892000437,0.706076377,0.870255241,-3.494293926,-4.090698622
-0.074286979,1.580493216,0.429220739,0.452193582,-1.817262826
-0.25361687,1.018096176,1.823457162,-0.244067426,-0.628159532
0.93887109,1.016471958,-1.958540579,-2.116946933,3.145067495
3.657030345,1.360089287,-1.300021955,-0.54231412,2.397359176
-0.025706096,3.204855669,1.641385013,-0.446618871,-1.583995271
-2.407132058,1.881229431,0.416152067,-0.303084498,-3.966092235
-2.23060939,-1.1075626,0.925416362,2.200399936,2.136199805
-1.872236118,-5.897111123,0.412220253,0.566230013,2.824086154
-0.996251321,-5.767632178,-0.788355488,1.460053046,-0.72509511
3.087555733,2.329890003,-2.292279891,0.340590328,1.104741724
4.381377769,1.248343994,-2.353667987,4.464826859,-0.397494035
-2.209502885,-4.763767845,-1.871414962,1.781739464,-3.53658093
